,tweet_id,tweet_text,preprocessed,prob_hope,prob_empathy_distress,annotation1,annotation2,annotation3,gold_label,language
1387700769428754433,1387700769428754433,"RT @DrChandraK9: Thanks @GPonlinenews for highlighting the COVID problems in India &amp; our @BIDAUK emergency campaign. We are lucky to have o…
",rt thanks for highlighting the covid problems in india amp our emergency campaign we are lucky to have o,0.0061218382379547,0.73803097,Supportive,Supportive,Supportive,Supportive,en
1386378882538819588,1386378882538819588,"Before  you go out for eid shopping or whatever search #indianeedoxygen then decide🙃
",before you go out for eid shopping or whatever search then decide,0.0049169394333695,0.6284129,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387035297318273026,1387035297318273026,"RT @itsnoobhacks17: @rachitaprasadET @resource_botIN Oxygen in Kolkata near New Town Eco Park. Subrato: 9836888976   Verified at 10:42 PM…
",rt oxygen in kolkata near new town eco park subrato 9836888976 verified at 10 42 pm,0.0004994662756495,0.7564459,Supportive,Supportive,Supportive,Supportive,en
1387839101781483521,1387839101781483521,"RT @Prasonik: While we in the  West debate over whether to mask or take a vaccine, in India patients are waiting for oxygen supplies  and d…
",rt while we in the west debate over whether to mask or take a vaccine in india patients are waiting for oxygen supplies and d,0.0066537668195452,0.6793716,Not Supportive,Supportive,Supportive,Supportive,en
1387430597442760709,1387430597442760709,"If any help needed for Karnataka, please DM me or go through the numbers given in images.  Help others to help your… https://t.co/yehq6QrFop
",if any help needed for karnataka please dm me or go through the numbers given in images help others to help your,0.0089468910644315,0.690012,Supportive,Supportive,Supportive,Supportive,en
1387374488715661315,1387374488715661315,"Register with #SFJ  https://t.co/mVzRNJAqGH Please register with SFJ to receive oxygen money for your family member… https://t.co/aNsm73vAjR
",register with please register with sfj to receive oxygen money for your family member,0.0048084558486684,0.69978225,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385832013035343873,1385832013035343873,"RT @AdnanAr35742483: Heartbreaking news coming from across the border. Oxygen cylinder in some states in India is end. In tough time Pakist…
",rt heartbreaking news coming from across the border oxygen cylinder in some states in india is end in tough time pakist,0.0131357039870988,0.71440184,Supportive,Supportive,Supportive,Supportive,en
1386010560869900288,1386010560869900288,"#EndiaSaySorryToKashmir We feel pain for INDIA but never forget the pain of kashmiri people. Now India should under… https://t.co/BUs3zjbkAz
",we feel pain for india but never forget the pain of kashmiri people now india should under,0.0023561263186679,0.70331955,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385732576971735041,1385732576971735041,"May Allah save human beings from COVID 19 pandemic. AMEEN #PakistanstandswithIndia
",may allah save human beings from covid 19 pandemic ameen,0.1010190561634847,0.7544757,Supportive,Supportive,Supportive,Supportive,en
1385498102627512321,1385498102627512321,"Yes if Pakistan can afford we must help them to save lives. I wish PM Khan consider this.  #IndiaNeedsOxygen https://t.co/ypzNA8V6kK
",yes if pakistan can afford we must help them to save lives i wish pm khan consider this,0.0154034784714347,0.71352667,Supportive,Supportive,Not Supportive,Supportive,en
1385828840799416321,1385828840799416321,"This video literally made me cry. Stay strong India. May the mercy of Allah Pak envelope us in this holy month and… https://t.co/gUkBTQwsg8
",this video literally made me cry stay strong india may the mercy of allah pak envelope us in this holy month and,0.0179791317624875,0.7673851,Supportive,Supportive,Supportive,Supportive,en
1385975337167769600,1385975337167769600,"I am not saying that it is a good thing that is happening with India but Modi is responsible for this condition of… https://t.co/wq1PPscUlS
",i am not saying that it is a good thing that is happening with india but modi is responsible for this condition of,0.013283085281486,0.64575493,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386124805594832896,1386124805594832896,"RT @MalikIqram8003: Our solidarity with Indian in this pandemic  But just as reminder  His grandfather was killed in front of his eyes  Aur…
",rt our solidarity with indian in this pandemic but just as reminder his grandfather was killed in front of his eyes aur,0.0017912785994423,0.7400425,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386456687259881475,1386456687259881475,"Where is Narendra Modi?  #indianeedoxygen as the say when the going gets tough, the tough get going. When it's all… https://t.co/c7xzESYlQB
",where is narendra modi as the say when the going gets tough the tough get going when it s all,0.0120917024512979,0.61268765,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1389217209323556868,1389217209323556868,"Another set of useful info to support India's ongoing crisis: https://t.co/XinLT2lmds  #MIT #indiafightscovid19… https://t.co/52VX9RtZ6t
",another set of useful info to support india s ongoing crisis,0.0140847345804515,0.6266355,Not Supportive,Supportive,Not Supportive,Not Supportive,en
1386390615810736129,1386390615810736129,"Other countries erected  makeshift hospitals to fight #COVID-19 while #India is building makeshift crematorium to h… https://t.co/RR6VgILHEo
",other countries erected makeshift hospitals to fight while is building makeshift crematorium to h,0.0064151925450973,0.725868,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387048239564685312,1387048239564685312,"drop LIFE, not bombs need of the hour / stay united  #OxygenCylinders #Modi #cartoon #America #Dubai #germany… https://t.co/OQPX4KzFCG
",drop life not bombs need of the hour stay united,0.0159978630127154,0.7145767,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387012828372946951,1387012828372946951,"🍁 'BJP came to power not because of any development but for their hatred towards  Muslims.  Now this hate is costin… https://t.co/sXHPwc9V0D
",bjp came to power not because of any development but for their hatred towards muslims now this hate is costin,0.0065177943269287,0.7098412,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385594335878602753,1385594335878602753,"@Human_2015 @samanwaya_et @Rezhasan So far so good. Pakistani govt is taking every precautionary measure after risi… https://t.co/Blh7aVz0yI
",so far so good pakistani govt is taking every precautionary measure after risi,0.0152791268690406,0.7028812,Supportive,Supportive,Supportive,Supportive,en
1386902776958001155,1386902776958001155,"Diseases can rarely be eliminated through early diagnosis or good treatment, but prevention can eliminate the disea… https://t.co/ATJbpyTSqy
",diseases can rarely be eliminated through early diagnosis or good treatment but prevention can eliminate the disea,0.0282072306659068,0.6482428,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385717515020607490,1385717515020607490,"@ashoswai May Allah help India and help to emerge stronger to fight pandemic! #PakistanstandswithIndia
",may allah help india and help to emerge stronger to fight pandemic,0.035513242746506,0.7417752,Supportive,Supportive,Supportive,Supportive,en
1385834977766563840,1385834977766563840,"RT @Junaid_Baksh: A pakistani based organization urging to Indian PM to serve India in this critical condition, How shame on us and how goo…
",rt a pakistani based organization urging to indian pm to serve india in this critical condition how shame on us and how goo,0.0050973704984788,0.7545299,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385968784284938243,1385968784284938243,"Now there are complaints about vaccine availability too, one area where I thought we are good at. #IndiaNeedsOxygen… https://t.co/AIsxr3vJeD
",now there are complaints about vaccine availability too one area where i thought we are good at,0.0072635006040924,0.5807241,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386365857056497664,1386365857056497664,"Are you looking for a Digital Marketer, SEO expert or Graphics Designer? There you go: https://t.co/FVUuaEhmx5 Clic… https://t.co/fVFttgcnrD
",are you looking for a digital marketer seo expert or graphics designer there you go clic,0.0026619427570587,0.6421258,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385654458999267330,1385654458999267330,"RT @SalmanXamm: May Allah Almighty help all people suffering from covid.. prayers with you. #IndiaNeedsOxygen
",rt may allah almighty help all people suffering from covid prayers with you,0.0391424552475866,0.72795653,Supportive,Supportive,Supportive,Supportive,en
1386286931013554177,1386286931013554177,"the best B2B lead service https://t.co/4OWb6x4SgU check now #indianeedoxygen #ShehnaazGill  #SidNaaz #JUNGKOOK… https://t.co/tincJmcmOQ
",the best b2b lead service check now,0.030355150553188,0.6309303,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1386006938886934530,1386006938886934530,"RT @mumbaimatterz: IAF C-17 lands at Singapore’s Changi Airport to take on board 4 containers of empty cryogenic O₂ tanks — will now fly to…
",rt iaf c 17 lands at singapore s changi airport to take on board 4 containers of empty cryogenic o tanks will now fly to,0.0011973634333906,0.69777817,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1387112470322376707,1387112470322376707,"Our country bumbled their way through the pandemic only to roll out vaccines with lightening speed and refuse to of… https://t.co/nkowlIRLgA
",our country bumbled their way through the pandemic only to roll out vaccines with lightening speed and refuse to of,0.0136015236933544,0.6709793,Not Supportive,Not Supportive,Not Supportive,Not Supportive,en
1385489544737431553,1385489544737431553,"#IndiaNeedsOxygenAs  a Pakistani I Request To @ImranKhanPTI To Help Indian Brother's and Sister's in This Situation… https://t.co/RuVOiMJA1y
",a pakistani i request to to help indian brother s and sister s in this situation,0.0597108935281953,0.67801356,Supportive,Supportive,Supportive,Supportive,en
1385531083324788736,1385531083324788736,"Pakistan in this fight against #CoronavirusPandemic should help #India by sending oxygen supplies to Delhi.… https://t.co/xiMMEeI8LX
",pakistan in this fight against should help by sending oxygen supplies to delhi,0.0118892878145572,0.78537405,Supportive,Supportive,Supportive,Supportive,en
1386234676298207236,1386234676298207236,"Ganpati hospital baghpat road Meerut urgently need oxygen. Many patients lives are in danger. Please arrange oxygen… https://t.co/AEJLjzkShn
",ganpati hospital baghpat road meerut urgently need oxygen many patients lives are in danger please arrange oxygen,0.0067841353750953,0.74981064,Supportive,Supportive,Supportive,Supportive,en
